ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
4291A,DH,PMTCT,TEST HIVPOS PREGNANT,NA,REG EID,Register,DAILY W,Number of pregnant women tested HIV positive,NA,Early Infant Diagnosis Register,Community
4291A,DH,PMTCT,MI,NA,REG HTC,Register,MI,Missing Information,NA,HIV Testing and Counseling Register,Community
4291A,DH,Resource targeting,IMPROVE,NA,REG ART,Register,QUARTERLY,Patients Improving,NA,Anti-Retroviral Treatment Register,Community
4291A,DH,Resource targeting,DEFAULT,NA,MI,NA,MI,Defaulters,NA,Missing Information,Community
4291A,DH,Resource targeting,MORTALITY,NA,REG ELEC,Register,QUARTERLY,Mortality,NA,BOABAB Electronic Register,Community
4451A,DH,Drugs,DRUG SUPPLY,NA,CARD STOCK,Register,MONTHLY,Drug Supply,NA,Stock Card,Community
4451A,DH,Drugs,DRUG SUPPLY,NA,CARD STOCK,Register,MONTHLY,Drug Supply,NA,Stock Card,Community
4451A,DH,Drugs,DRUG SUPPLY,NA,CARD STOCK,Register,MONTHLY,Drug Supply,NA,Stock Card,Community
4451A,DH,Drugs,DRUG SUPPLY,NA,CARD STOCK,Register,MONTHLY,Drug Supply,NA,Stock Card,Community
4451A,DH,HTC,INIT ART,NA,REG ART,Register,DAILY,Initiated on ART,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,HTC,INIT ART,NA,REG ART,Register,DAILY,Initiated on ART,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,HTC,INIT ART PLW,NA,REG ART,Register,DAILY,Number of pregnant and lactating women initiated on ART,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,HTC,INIT ART PLW,NA,REG ART,Register,DAILY,Number of pregnant and lactating women initiated on ART,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,HTC,TEST HIV UNDER,NA,CARD NUT,Patient Card,MONTHLY,Number of undernourished individuals tested for HIV,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,TEST HIV UNDER,NA,CARD NUT,Patient Card,MONTHLY,Number of undernourished individuals tested for HIV,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,TEST HIV UNDER,NA,CARD NUT,Patient Card,MONTHLY,Number of undernourished individuals tested for HIV,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,TEST HIV UNDER,NA,CARD NUT,Patient Card,MONTHLY,Number of undernourished individuals tested for HIV,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,PREVALENCE UNDER,NA,CARD NUT,Patient Card,MONTHLY,HIV prevalence rate among undernourished individuals,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,PREVALENCE UNDER,NA,CARD NUT,Patient Card,MONTHLY,HIV prevalence rate among undernourished individuals,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,PREVALENCE UNDER,NA,CARD NUT,Patient Card,MONTHLY,HIV prevalence rate among undernourished individuals,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,PREVALENCE UNDER,NA,CARD NUT,Patient Card,MONTHLY,HIV prevalence rate among undernourished individuals,NA,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTH Q AN,Test HIV,NA,HIV Testing and Counseling Register,Community
4451A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTH Q AN,Test HIV,NA,HIV Testing and Counseling Register,Community
4451A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTH Q AN,Test HIV,NA,HIV Testing and Counseling Register,Community
4451A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTH Q AN,Test HIV,NA,HIV Testing and Counseling Register,Community
4451A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG ANC,Register,MI,Number of pregnant women tested HIV positive,NA,Antenatal Care Register,Community
4451A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG ANC,Register,MI,Number of pregnant women tested HIV positive,NA,Antenatal Care Register,Community
4451A,DH,HTC,PREGNANT,NA,REG ANC,Register,MI,Target Population Pregnant Women,NA,Antenatal Care Register,Community
4451A,DH,HTC,PREGNANT,NA,REG ANC,Register,MI,Target Population Pregnant Women,NA,Antenatal Care Register,Community
4451A,DH,Linkage,MI,NA,REG ART,Register,MONTH Q,Missing Information,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,Linkage,MI,NA,REG ART,Register,MONTH Q,Missing Information,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,Linkage,MI,NA,REG ART,Register,MONTH Q,Missing Information,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,Linkage,MI,NA,REG ART,Register,MONTH Q,Missing Information,NA,Anti-Retroviral Treatment Register,Community
4451A,DH,Linkage,INIT HCC CHILD,NA,REG HCC,Register,MONTH Q,Number of children initiated on HCC,NA,Health Center Committee Register,Community
4451A,DH,Linkage,INIT HCC CHILD,NA,REG HCC,Register,MONTH Q,Number of children initiated on HCC,NA,Health Center Committee Register,Community
4451A,DH,Linkage,INIT HCC CHILD,NA,REG HCC,Register,MONTH Q,Number of children initiated on HCC,NA,Health Center Committee Register,Community
4451A,DH,Linkage,INIT HCC CHILD,NA,REG HCC,Register,MONTH Q,Number of children initiated on HCC,NA,Health Center Committee Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Linkage,TEST DBS INFANT,NA,REG EID,Register,MONTH Q,Number of infants tested for HIV through dried blood spot testing,NA,Early Infant Diagnosis Register,Community
4451A,DH,Retention,DEFAULT,NA,CARD MAS,Patient Card,WEEKLY,Defaulters,NA,Master Card,Community
4451A,DH,VMMC,NA,NA,DONTKNOW,NA,NA,Not Available,NA,Don't Know,Community
4451A,DH,PMTCT,TEST HIVPOS PREGNANT,NA,REG PMTCT,Register,MONTHLY,Number of HIV positive pregnant women,NA,Preventing Mother to Child Transmission Register,Community
4451A,DH,Resource targeting,MI,NA,RPT HIV,Report,QUARTERLY,Missing Information,NA,HIV Report,Community
4451A,DH,Resource targeting,MI,NA,RPT HIV,Report,QUARTERLY,Missing Information,NA,HIV Report,Community
4451A,DH,Resource targeting,MI,NA,RPT HIV,Report,QUARTERLY,Missing Information,NA,HIV Report,Community
4451A,DH,Resource targeting,MI,NA,RPT HIV,Report,QUARTERLY,Missing Information,NA,HIV Report,Community
4451A,DH,Performance management,NA,NA,DONTKNOW,NA,NA,Not Available,NA,Don't Know,Community
10011A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PHONE,Other,QUARTERLY,Drug Supply,Drug Supply,Phone,Central
10011A,DM,Linkage,MI,INTEGRATE,MEETING,Meeting or group,QUARTERLY,Missing Information,Integrate Services,Meeting,Central
10011A,DM,Linkage,MI,INTEGRATE,MEETING,Meeting or group,QUARTERLY,Missing Information,Integrate Services,Meeting,Central
10011A,DM,Linkage,MI,INTEGRATE,PER SUPER,Person,QUARTERLY,Missing Information,Integrate Services,Supervisor,Central
10011A,DM,Linkage,MI,INTEGRATE,PER SUPER,Person,QUARTERLY,Missing Information,Integrate Services,Supervisor,Central
10011A,DM,Retention,DEFAULTRATE,RETENT,MEETING,Meeting or group,QUARTERLY,The default rate,Retention,Meeting,Central
10011A,DM,Program Efficiency,BUDGET,COORDINATE,MEETING,Meeting or group,QUARTERLY,Facility or Regional Budget,Partner/Stakeholder Coordination,Meeting,Central
10012A,DM,HTC,NA,PROGPERFORM,MEETING,Meeting or group,QUARTERLY,Not Available,Program Performance,Meeting,Central
10012A,DM,Retention,MI,RETENT,MI,NA,MI,Missing Information,Retention,Missing Information,Central
10012A,DM,PMTCT,MI,UPTAKE,MI,NA,MI,Missing Information,Increase Uptake/Demand Creation,Missing Information,Central
10012A,DM,PMTCT,TREAT ART,MI,MI,NA,MI,Treatment ART,Missing Information,Missing Information,Central
10012A,DM,PMTCT,DEFAULTRATE,MI,MI,NA,MI,The default rate,Missing Information,Missing Information,Central
10012A,DM,Resource targeting,NEWCASE,PROGPERFORM,MINUTE,Other,QUARTERLY,New Cases,Program Performance,Minute,Central
10012A,DM,Resource targeting,NEWCASE,PROGPERFORM,RPT,Report,QUARTERLY,New Cases,Program Performance,Report,Central
10012A,DM,Resource targeting,NEWCASE,PROGPERFORM,MEETING,Meeting or group,QUARTERLY,New Cases,Program Performance,Meeting,Central
10012A,DM,Program Efficiency,MI,PROGPERFORM,MEETING,Meeting or group,BIANNUAL,Missing Information,Program Performance,Meeting,Central
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Drugs,TREAT,NA,RPT LAHAF,Report,MONTH Q,Patients Treated,NA,LAHARF Report,District
21010A,DH,Performance management,TEST HIVPOS,NA,MINUTE,Other,ASNEED,Test HIV Positive,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
21010A,DH,Performance management,MEETCONDUCT,NA,MINUTE,Other,MONTHLY,Meeting Conducted,NA,Minute,District
32101A,DH,Drugs,DRUG SUPPLY,NA,REG STOCK,Register,MONTHLY,Drug Supply,NA,Drug Stock Register,Facility
32101A,DH,Drugs,DRUG SUPPLY,NA,REG STOCK,Register,MONTHLY,Drug Supply,NA,Drug Stock Register,Facility
32101A,DH,Drugs,DRUG SUPPLY,NA,REG STOCK,Register,MONTHLY,Drug Supply,NA,Drug Stock Register,Facility
32101A,DH,Drugs,DRUG SUPPLY,NA,REG STOCK,Register,MONTHLY,Drug Supply,NA,Drug Stock Register,Facility
32101A,DH,Drugs,MI,NA,CARD STOCK,Register,MONTHLY,Missing Information,NA,Stock Card,Facility
32101A,DH,Drugs,MI,NA,CARD STOCK,Register,MONTHLY,Missing Information,NA,Stock Card,Facility
32101A,DH,Drugs,MI,NA,CARD STOCK,Register,MONTHLY,Missing Information,NA,Stock Card,Facility
32101A,DH,Drugs,MI,NA,CARD STOCK,Register,MONTHLY,Missing Information,NA,Stock Card,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG MATERNITY,Register,QUARTERLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ELEC,Register,QUARTERLY,Missing Information,NA,BOABAB Electronic Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,HTC,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Linkage,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,Linkage,MI,NA,REG VCT,Register,QUARTERLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,Linkage,MI,NA,REG EID,Register,QUARTERLY,Missing Information,NA,Early Infant Diagnosis Register,Facility
32101A,DH,Linkage,MI,NA,REG EID,Register,QUARTERLY,Missing Information,NA,Early Infant Diagnosis Register,Facility
32101A,DH,Linkage,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,Linkage,MI,NA,REG ANC,Register,QUARTERLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,Linkage,MI,NA,REG FP,Register,QUARTERLY,Missing Information,NA,Family Planning Register,Facility
32101A,DH,Linkage,MI,NA,REG FP,Register,QUARTERLY,Missing Information,NA,Family Planning Register,Facility
32101A,DH,Retention,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Retention,MI,NA,REG ART,Register,QUARTERLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Retention,MI,NA,REG DEFAULTTRAC,Register,QUARTERLY,Missing Information,NA,Please see Defaulter Register,Facility
32101A,DH,Retention,MI,NA,REG DEFAULTTRAC,Register,QUARTERLY,Missing Information,NA,Please see Defaulter Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG MATERNITY,Register,MONTHLY,Mother To Child Transmission Rate,NA,Maternity Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG MATERNITY,Register,MONTHLY,Mother To Child Transmission Rate,NA,Maternity Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG MATERNITY,Register,MONTHLY,Mother To Child Transmission Rate,NA,Maternity Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG ANC,Register,MONTHLY,Mother To Child Transmission Rate,NA,Antenatal Care Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG ANC,Register,MONTHLY,Mother To Child Transmission Rate,NA,Antenatal Care Register,Facility
32101A,DH,PMTCT,MTCTRANS,NA,REG ANC,Register,MONTHLY,Mother To Child Transmission Rate,NA,Antenatal Care Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ART,Register,MONTHLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ART,Register,MONTHLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ART,Register,MONTHLY,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32101A,DH,Resource targeting,MI,NA,REG MATERNITY,Register,MONTHLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,Resource targeting,MI,NA,REG MATERNITY,Register,MONTHLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,Resource targeting,MI,NA,REG MATERNITY,Register,MONTHLY,Missing Information,NA,Maternity Register,Facility
32101A,DH,Resource targeting,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,Resource targeting,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,Resource targeting,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,Resource targeting,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32101A,DH,Resource targeting,MI,NA,REG POSTNATAL,Register,MONTHLY,Missing Information,NA,Postnatal Register,Facility
32101A,DH,Resource targeting,MI,NA,REG POSTNATAL,Register,MONTHLY,Missing Information,NA,Postnatal Register,Facility
32101A,DH,Resource targeting,MI,NA,REG POSTNATAL,Register,MONTHLY,Missing Information,NA,Postnatal Register,Facility
32102A,DM,Drugs,TREAT ART,DRUG SUPPLY,CARD STOCK,Register,3XMONTH,Treatment ART,Drug Supply,Stock Card,Facility
32102A,DM,HTC,CD4COUNT,TREATINIT,REG ART,Register,DAILY,CD4 Count,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
32102A,DM,HTC,VIRAL,MI,REG ELEC,Register,MI,Viral Load,Missing Information,BOABAB Electronic Register,Facility
32102A,DM,HTC,MI,MI,REG CLIN,Register,MI,Missing Information,Missing Information,Clinical Register,Facility
32102A,DM,Linkage,VIRAL,TREATINIT,REG HTC,Register,DAILY,Viral Load,Treatment Initiation,HIV Testing and Counseling Register,Facility
32102A,DM,Linkage,VIRAL,TREATINIT,REG HTC,Register,DAILY,Viral Load,Treatment Initiation,HIV Testing and Counseling Register,Facility
32102A,DM,Linkage,CD4COUNT,MI,REG CD4,Register,MI,CD4 Count,Missing Information,CD4 Count Register,Facility
32102A,DM,Linkage,MI,MI,REG VIRAL,Register,MI,Missing Information,Missing Information,Viral Load Register,Facility
32102A,DM,Retention,DEFAULT,FOLLOWUP,REG ART,Register,MONTHLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,Facility
32102A,DM,Retention,MORTALITY,SENS,REG ELEC,Register,MI,Mortality,Sensitization,BOABAB Electronic Register,Facility
32102A,DM,PMTCT,TEST HIVPOS MOTHER,TREATINIT,REG ANC,Register,DAILY,Mothers Tested HIV Positive,Treatment Initiation,Antenatal Care Register,Facility
32102A,DM,PMTCT,MI,MI,REG MATERNITY,Register,MI,Missing Information,Missing Information,Maternity Register,Facility
32102A,DM,PMTCT,MI,MI,REG HTC,Register,MI,Missing Information,Missing Information,HIV Testing and Counseling Register,Facility
32102A,DM,PMTCT,MI,MI,REG EID,Register,MI,Missing Information,Missing Information,Early Infant Diagnosis Register,Facility
32102A,DM,Performance management,MORTALITY,MENTOR,REG HTC,Register,MONTHLY,Mortality,Mentor,HIV Testing and Counseling Register,Facility
32102A,DM,Performance management,DEFAULT,MENTOR,REG ART,Register,MI,Defaulters,Mentor,Anti-Retroviral Treatment Register,Facility
32102A,DM,Performance management,MI,MI,REG ELEC,Register,MI,Missing Information,Missing Information,BOABAB Electronic Register,Facility
32102A,DM,Performance management,MI,MI,REG ANC,Register,MI,Missing Information,Missing Information,Antenatal Care Register,Facility
32102A,DM,Program Efficiency,MI,MI,CARD STOCK,Register,MI,Missing Information,Missing Information,Stock Card,Facility
32102A,DM,Program Efficiency,TEST HIVPOS PREGNANT,PRIORITIZE CLIENT,REG ANC,Register,WEEKLY,Number of pregnant women tested HIV positive,Prioritize Client,Antenatal Care Register,Facility
32102A,DM,Program Efficiency,TEST HIVPOS PREGNANT,REFER,REG ANC,Register,WEEKLY,Number of pregnant women tested HIV positive,Referral,Antenatal Care Register,Facility
32102A,DM,Program Efficiency,DRUG SUPPLY,PRIORITIZE CLIENT,REG ANC,Register,WEEKLY,Drug Supply,Prioritize Client,Antenatal Care Register,Facility
32102A,DM,Program Efficiency,DRUG SUPPLY,REFER,REG ANC,Register,WEEKLY,Drug Supply,Referral,Antenatal Care Register,Facility
32102A,DM,Program Efficiency,TEST HIVPOS PREGNANT,PRIORITIZE CLIENT,REG HTC,Register,MI,Number of pregnant women tested HIV positive,Prioritize Client,HIV Testing and Counseling Register,Facility
32102A,DM,Program Efficiency,HIVPOS UNDER,PRIORITIZE CLIENT,REG ELEC,Register,MI,HIV Positive Malnourished,Prioritize Client,BOABAB Electronic Register,Facility
32102A,DM,Program Efficiency,MI,MI,REG ART,Register,MI,Missing Information,Missing Information,Anti-Retroviral Treatment Register,Facility
32111A,DH,HTC,TEST HIV,NA,REG ART,Register,MONTHLY,Test HIV,NA,Anti-Retroviral Treatment Register,Facility
32111A,DH,HTC,TEST HIV,NA,REG ART,Register,MONTHLY,Test HIV,NA,Anti-Retroviral Treatment Register,Facility
32111A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32111A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32111A,DH,HTC,TEST HIV,NA,FAC HCC,Program Office or Location,MONTHLY,Test HIV,NA,HIV Care Clinic.  Please see ART Clinic,Facility
32111A,DH,HTC,TEST HIV,NA,FAC HCC,Program Office or Location,MONTHLY,Test HIV,NA,HIV Care Clinic.  Please see ART Clinic,Facility
32111A,DH,Linkage,CD4COUNT,NA,REG ART,Register,MONTHLY,CD4 Count,NA,Anti-Retroviral Treatment Register,Facility
32111A,DH,Linkage,TEST VIRAL,NA,REG HTC,Register,MONTHLY,Test Viral Load,NA,HIV Testing and Counseling Register,Facility
32111A,DH,Linkage,MI,NA,REG VCT,Register,MI,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32111A,DH,Linkage,MI,NA,REG EID,Register,MI,Missing Information,NA,Early Infant Diagnosis Register,Facility
32111A,DH,Retention,MI,NA,REG HTC,Register,MI,Missing Information,NA,HIV Testing and Counseling Register,Facility
32111A,DH,Retention,MI,NA,REG DEFAULTTRAC,Register,MI,Missing Information,NA,Please see Defaulter Register,Facility
32111A,DH,Retention,DEFAULT,NA,REG ART,Register,MONTHLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32111A,DH,Retention,DEFAULT,NA,REG ART,Register,MONTHLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32111A,DH,PMTCT,DEFAULT PREGNANT,NA,REG MATERNITY,Register,MI,Number of pregnant women that default,NA,Maternity Register,Facility
32111A,DH,PMTCT,MI,NA,REG EID,Register,MI,Missing Information,NA,Early Infant Diagnosis Register,Facility
32111A,DH,PMTCT,TREAT ART MOTHER,NA,REG ANC,Register,MONTHLY,Number of mothers on ARV,NA,Antenatal Care Register,Facility
32111A,DH,Resource targeting,MI,NA,RPT HMIS,Report,MONTHLY,Missing Information,NA,HMIS Report,Facility
32111A,DH,Resource targeting,MI,NA,RPT HMIS,Report,MONTHLY,Missing Information,NA,HMIS Report,Facility
32112A,DM,Drugs,TREAT,DRUG SUPPLY,CARD STOCK,Register,DAILY,Patients Treated,Drug Supply,Stock Card,Facility
32112A,DM,Drugs,TREAT,DRUG SUPPLY,CARD STOCK,Register,DAILY,Patients Treated,Drug Supply,Stock Card,Facility
32112A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
