Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
5144A,HMIS,DHIS,TBTO RX AF NO EVAL FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5145A,HMIS,DHIS,TBTO RX AF NO EVAL MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5146A,HMIS,DHIS,TBTO RX AF NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5147A,HMIS,DHIS,TBTO RX AF NO NOTIF MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5148A,HMIS,DHIS,TBTO RX AF RX COMPX FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5149A,HMIS,DHIS,TBTO RX AF RX COMPX MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5150A,HMIS,DHIS,TBTO RX AF T O FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5151A,HMIS,DHIS,TBTO RX AF T O MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5152A,HMIS,DHIS,TBTO SM VE DEFAULT FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5153A,HMIS,DHIS,TBTO SM VE DIED FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5154A,HMIS,DHIS,TBTO SM VE DIED MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5155A,HMIS,DHIS,TBTO SM VE DIEFAULT MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5156A,HMIS,DHIS,TBTO SM VE NO EVAL FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5157A,HMIS,DHIS,TBTO SM VE NO EVAL MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5158A,HMIS,DHIS,TBTO SM VE NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5159A,HMIS,DHIS,TBTO SM VE NO NOTIF MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5160A,HMIS,DHIS,TBTO SM VE RX COMPX FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5161A,HMIS,DHIS,TBTO SM VE RX COMPX MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5162A,HMIS,DHIS,TBTO SM VE T O FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5163A,HMIS,DHIS,TBTO SM VE T O MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5164A,HMIS,DHIS,TBTO SM+VE CURED FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5165A,HMIS,DHIS,TBTO SM+VE CURED MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5166A,HMIS,DHIS,TBTO SM+VE DEFAULT FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5167A,HMIS,DHIS,TBTO SM+VE DEFAULT MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5168A,HMIS,DHIS,TBTO SM+VE DIED FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5169A,HMIS,DHIS,TBTO SM+VE DIED MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5170A,HMIS,DHIS,TBTO SM+VE FAILURE FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5171A,HMIS,DHIS,TBTO SM+VE FAILURE MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5172A,HMIS,DHIS,TBTO SM+VE NO EVAL FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5173A,HMIS,DHIS,TBTO SM+VE NO EVAL MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5174A,HMIS,DHIS,TBTO SM+VE NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5175A,HMIS,DHIS,TBTO SM+VE NONOTIF MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5176A,HMIS,DHIS,TBTO SM+VE RXCOMPX FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5177A,HMIS,DHIS,TBTO SM+VE RXCOMPX MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5178A,HMIS,DHIS,TBTO SM+VE T O FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5179A,HMIS,DHIS,TBTO SM+VE T O MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5180A,HMIS,DHIS,TBUA CONTRIBUTION TO CASE FIND FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5181A,HMIS,DHIS,TBUA CONTRIBUTION TO CASE FIND MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5182A,HMIS,DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5183A,HMIS,DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5184A,HMIS,DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5185A,HMIS,DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5186A,HMIS,DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5187A,HMIS,DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5188A,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5189A,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5190A,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5191A,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5192A,HMIS,DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5193A,HMIS,DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5194A,HMIS,DHIS,TBUA NUMBER OF CONTACTS SCREENED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5195A,HMIS,DHIS,TBUA NUMBER OF CONTACTS SCREENED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5196A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5197A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5198A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5199A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5200A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5201A,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5202A,HMIS,DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES  MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5203A,HMIS,DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5204A,HMIS,DHIS,TBUA NUMBER OF PRIVATE PRACTIONERS INVOLVED IN TB CONTROL ACTIVITIES,Electronic,District,Y,ART,47,Y,Retention,Resource targeting ,-
5205A,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5206A,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5207A,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5208A,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,N,Retention,-,-
5209A,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,N,Retention,-,-
5210A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5211A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5212A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5213A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5214A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5215A,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5216A,HMIS,DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5217A,HMIS,DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5218A,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5219A,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5220A,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5221A,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5222A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF,Electronic,District,Y,ART,4,Y,Retention,-,-
5223A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF HEALTH,Electronic,District,Y,ART,4,Y,Retention,-,-
5224A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5225A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5226A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5227A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5228A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5229A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5230A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SPUTUM,Electronic,District,Y,ART,4,Y,Retention,-,-
5231A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5232A,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5233A,HMIS,DHIS,TBUA TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5234A,HMIS,DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5235A,HMIS,DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5236A,HMIS,DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5237A,HMIS,DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5238A,HMIS,DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTIONERS IN THE DISTRICT ZONE MALE,Electronic,District,Y,ART,7,N,Resource targeting ,-,-
5239A,HMIS,DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTITIONERS IN THE DISTRICT ZONE FEMALE,Electronic,District,Y,ART,7,N,Resource targeting ,-,-
5240A,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5241A,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5242A,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5243A,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5244A,HMIS,DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5245A,HMIS,DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5246A,HMIS,DHIS,TO RELASPE CURED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5247A,HMIS,DHIS,TO RELASPE CURED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5248A,HMIS,DHIS,TO RELASPE DEFAULT FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5249A,HMIS,DHIS,TO RELASPE DEFAULT MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5250A,HMIS,DHIS,TO RELASPE DIED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5251A,HMIS,DHIS,TO RELASPE DIED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5252A,HMIS,DHIS,TO RELASPE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5253A,HMIS,DHIS,TO RELASPE FAILURE MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5254A,HMIS,DHIS,TO RELASPE NO EVAL MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5255A,HMIS,DHIS,TO RELASPE NO NOTIF MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5256A,HMIS,DHIS,TO RELASPE NOEVAL MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5257A,HMIS,DHIS,TO RELASPE RX COMPX FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5258A,HMIS,DHIS,TO RELASPE RX COMPX MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5259A,HMIS,DHIS,TO RELASPE T O FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5260A,HMIS,DHIS,TO RELASPE T O MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5261A,HMIS,DHIS,TO SM VE CURED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5262A,HMIS,DHIS,TO SM VE CURED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5263A,HMIS,DHIS,TO SM VE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5264A,HMIS,DHIS,TO SM VE FAILURE MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5265A,HMIS,DHIS,TO SM VE RX COMPX MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5266A,HMIS,DHIS,TO SM+VE CURED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5267A,HMIS,DHIS,TO SM+VE CURED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5268A,HMIS,DHIS,TO SM+VE DEFAULT FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5269A,HMIS,DHIS,TO SM+VE DEFAULT MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5270A,HMIS,DHIS,TO SM+VE DIED FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5271A,HMIS,DHIS,TO SM+VE DIED MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5272A,HMIS,DHIS,TO SM+VE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5273A,HMIS,DHIS,TO SM+VE FAILURE MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5274A,HMIS,DHIS,TO SM+VE FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5275A,HMIS,DHIS,TO SM+VE NO EVAL FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5276A,HMIS,DHIS,TO SM+VE NO EVAL MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5277A,HMIS,DHIS,TO SM+VE NO NOTIF FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5278A,HMIS,DHIS,TO SM+VE NO NOTIF MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5279A,HMIS,DHIS,TO SM+VE RX COMPX FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5280A,HMIS,DHIS,TO SM+VE RX COMPX MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5281A,HMIS,DHIS,TO SM+VE T O FEMALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5282A,HMIS,DHIS,TO SM+VE T O MALE,Electronic,District,Y,ART,4,Y,Retention,-,-
5283A,HMIS,DHIS,TOTAL ADMISSIONS,Electronic,District,Y,Q,-,Y,-,-,-
5284A,HMIS,DHIS,TOTAL CONCORDANT +VE COUPLES TESTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
5285A,HMIS,DHIS,TOTAL DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,Q,-,-,-,-,-
5286A,HMIS,DHIS,TOTAL DIED H,Electronic,District,Q,-,-,-,-,-,-
5287A,HMIS,DHIS,TOTAL DISCORDANT COUPLES TESTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
5288A,HMIS,DHIS,TOTAL MODERATE ADMISSIONS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5289A,HMIS,DHIS,TOTAL MODERATE DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5290A,HMIS,DHIS,TOTAL MODERATE DIED H,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5291A,HMIS,DHIS,TOTAL MODERATE NON RECOVERED  TREATMENT FAILURE,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5292A,HMIS,DHIS,TOTAL MODERATE RECOVERED TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5293A,HMIS,DHIS,TOTAL MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5294A,HMIS,DHIS,TOTAL MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5295A,HMIS,DHIS,TOTAL MODERATE TOTAL E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5296A,HMIS,DHIS,TOTAL MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5297A,HMIS,DHIS,TOTAL MODERATE TRANSFERRED OUT,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5298A,HMIS,DHIS,TOTAL NON RECOVERED  TREATMENT FAILURE,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5299A,HMIS,DHIS,TOTAL PERSONNEL CURRENTLY AT WORK,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5300A,HMIS,DHIS,TOTAL POPULATION,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5301A,HMIS,DHIS,TOTAL RECOVERED TRANSITIONED  E,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5302A,HMIS,DHIS,TOTAL TOTAL AT THE END OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5303A,HMIS,DHIS,TOTAL TOTAL AT THE START OF THE MONTH,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5304A,HMIS,DHIS,TOTAL TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5305A,HMIS,DHIS,TOTAL TOTAL=E+F+H+I+J,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5306A,HMIS,DHIS,TOTAL TRANSFERRED OUT,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5307A,HMIS,DHIS,TOTAL WHO RECEIVED HEALTH SERVICES  HIV TB ANC PMTCTOPD  ANC PMTC,Electronic,District,Y,PMTCT,346,Y,Linkage ,Retention,PMTCT
5308A,HMIS,DHIS,TOTAL WHO RECEIVED HEALTH SERVICES  HIV TB ANC PMTCTOPD  OPD,Electronic,District,Y,PMTCT,346,Y,Linkage ,Retention,PMTCT
5309A,HMIS,DHIS,TOTAL WHO RECEIVED HEALTH SERVICES  HIV TB ANC PMTCTOPD  OTHER,Electronic,District,Y,PMTCT,346,Y,Linkage ,Retention,PMTCT
5310A,HMIS,DHIS,TOTAL WHO RECEIVED HEALTH SERVICES  HIV TB ANC PMTCTOPD  PRE ART ART,Electronic,District,Y,PMTCT,346,Y,Linkage ,Retention,PMTCT
5311A,HMIS,DHIS,TOTAL WHO RECEIVED HEALTH SERVICES  HIV TB ANC PMTCTOPD  TB,Electronic,District,Y,PMTCT,346,Y,Linkage ,Retention,PMTCT
5312A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRION ASSESMENT AT CONTACT POINT ANC PMTC,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5313A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRION ASSESMENT AT CONTACT POINT OTHER,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5314A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRION ASSESMENT AT CONTACT POINT PRE ART ART,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5315A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRION ASSESMENT AT CONTACT POINT TB,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5316A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION ASSESMENT AT CONTACT POINT ANC PMTC,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5317A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION ASSESMENT AT CONTACT POINT OTHER,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5318A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION ASSESMENT AT CONTACT POINT PRE ART ART,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5319A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION ASSESMENT AT CONTACT POINT TB,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5320A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION ASSESSMENT AT CONTACT POINT OPD,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5321A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION COUNSELLING AT CONTACT POINT ANC PMTC,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5322A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION COUNSELLING AT CONTACT POINT OPD,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5323A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION COUNSELLING AT CONTACT POINT OTHER,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5324A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION COUNSELLING AT CONTACT POINT PRE ART ART,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5325A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITION COUNSELLING AT CONTACT POINT TB,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5326A,HMIS,DHIS,TOTAL WHO RECEIVED NUTRITIONAL COUNSELLING AT CONTACT POINT PRE ART ART,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5327A,HMIS,DHIS,TOTAL_POPULATION,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5328A,HMIS,DHIS,TOTAL_POPULATION_AGE_GENDER,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5329A,HMIS,DHIS,TOTAL_POPULATION_AGE_GENDER TO DISCARD,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5330A,HMIS,DHIS,TOTAL_POPULATION_FEMALE_AGE,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5331A,HMIS,DHIS,TOTAL_POPULATION_MALE_AGE,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5332A,HMIS,DHIS,TUBERCULOSIS # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,ART,4,N,Retention,-,-
5333A,HMIS,DHIS,TUBERCULOSIS # OF FILM SHOWS,Electronic,District,Y,ART,4,N,Retention,-,-
5334A,HMIS,DHIS,TUBERCULOSIS # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,ART,4,N,Retention,-,-
5335A,HMIS,DHIS,TUBERCULOSIS # OF ROAD SHOWS,Electronic,District,Y,ART,4,N,Retention,-,-
5336A,HMIS,DHIS,TUBERCULOSIS DIAGNOSED ADMISSION,Electronic,District,Y,ART,4,N,Retention,-,-
5337A,HMIS,DHIS,TUBERCULOSIS DISTRICT HOSPITAL,Electronic,District,Y,ART,4,Y,Retention,-,-
